123.25 58.51
104.51 58.57
53.29 58.61
77.48 58.64
110.36 58.69
87.23 58.74
97.59 58.78
147.21 58.85
140.4 58.92
107.91 58.98
118.69 59.04
127.82 59.1
110.58 59.16
118.71 59.22
140.27 59.28
137.75 59.36
138.26 59.43
148.17 59.5
143.98 59.57
183.05 59.7
185.79 59.82
127.64 59.95
137.44 60.1
198.7 60.25
149.06 60.4
188.73 60.55
162.87 60.72
139.2 60.86
128.82 60.99
171.27 61.15
158.56 61.31
174.56 61.45
191.44 61.64
162.24 61.79
134.6 61.91
198.77 62.08
199.73 62.27
150.86 62.42
176.3 62.57
200.86 62.74
158.74 62.89
145.55 63.02
168.02 63.17
211.45 63.36
179.76 63.54
150.27 63.66
144.06 63.78
184.1 63.93
200.48 64.08
174.86 64.24
187.64 64.4
164.71 64.53
155.47 64.63
215.09 64.78
170.12 64.93
119.01 65.05
223.84 65.2
206.43 65.4
73.6 65.49
116.25 65.56
263.09 65.71
213.87 65.87
134.93 66.01
227.95 66.18
215.48 66.36
103.58 66.46
151.85 66.56
209.45 66.71
158.19 66.86
175.9 66.99
236.76 67.19
209.68 67.39
142.57 67.51
142.79 67.61
210.84 67.76
190.22 67.92
174.09 68.05
265.14 68.24
219.51 68.44
163.02 68.57
159.04 68.69
188.92 68.84
154.23 68.97
169.39 69.12
264.48 69.28
214.15 69.46
160.34 69.59
167.72 69.72
182.27 69.87
173.95 70.01
198.41 70.13
213.54 70.29
188.16 70.45
166.24 70.6
164.57 70.73
182.48 70.87
184.87 71.02
155.5 71.15
155.79 71.29
228.29 71.43
211.46 71.6
189.2 71.75
188.36 71.89
158.61 72.02
199.64 72.15
185.33 72.29
204.13 72.44
205.78 72.59
225.96 72.75
163.43 72.9
173.62 73.03
216.05 73.15
175.89 73.29
165.42 73.42
196.51 73.57
206.51 73.73
176.87 73.87
165.47 73.99
169.92 74.12
171.08 74.26
194.85 74.36
159.43 74.49
233.93 74.64
225.55 74.8
159.5 74.92
185.63 75.05
196.16 75.19
167.98 75.31
175.11 75.45
194.21 75.59
205.23 75.72
201.77 75.86
213.8 76.03
196.57 76.17
183.94 76.29
205.87 76.43
233.93 76.57
224.42 76.72
213.55 76.86
191.79 77.02
200.87 77.16
210.43 77.31
211.69 77.46
214.72 77.6
207.67 77.75
185.63 77.9
186.44 78.05
185.88 78.18
163.18 78.31
231.74 78.47
273.09 78.63
206.84 78.77
228.14 78.91
228.13 79.06
226.26 79.18
191.73 79.33
245.44 79.46
188.35 79.61
231.93 79.75
229.3 79.93
194.91 80.08
205.12 80.19
193.23 80.32
229.49 80.47
184.83 80.62
233.47 80.75
272.74 80.9
206.92 81.07
199.99 81.23
213.63 81.36
194.63 81.48
202.75 81.6
225.32 81.77
242.41 81.92
152.43 82.05
243.65 82.19
291.04 82.33
197.0 82.47
210.81 82.6
271.89 82.73
216.67 82.87
201.1 83.01
197.64 83.14
212.55 83.27
204.92 83.42
231.69 83.56
191.81 83.66
219.1 83.8
209.06 83.95
196.07 84.07
231.57 84.2
241.0 84.34
190.8 84.47
223.61 84.62
245.06 84.76
198.45 84.89
236.17 85.01
216.88 85.16
210.51 85.3
221.42 85.43
212.57 85.55
217.82 85.72
250.18 85.86
227.67 85.97
242.63 86.11
273.78 86.27
210.78 86.4
253.58 86.52
260.85 86.67
183.81 86.8
274.39 86.93
224.22 87.08
216.73 87.23
221.03 87.37
186.27 87.5
176.6 87.6
173.89 87.73
290.26 87.87
257.52 88.04
215.08 88.17
236.81 88.29
236.21 88.44
235.02 88.55
209.82 88.68
276.87 88.82
226.61 88.98
191.72 89.11
232.32 89.24
287.18 89.38
243.63 89.51
206.54 89.65
283.85 89.76
195.48 89.91
218.65 90.05
283.69 90.2
215.77 90.33
219.11 90.45
275.23 90.59
266.39 90.72
198.53 90.84
211.68 90.99
242.89 91.12
230.28 91.23
239.44 91.38
189.16 91.52
217.83 91.63
237.83 91.76
217.41 91.89
237.99 92.02
241.43 92.14
215.21 92.28
233.24 92.4
241.43 92.54
212.44 92.66
213.77 92.78
248.14 92.9
286.32 93.03
244.14 93.18
266.57 93.29
269.63 93.44
257.96 93.61
265.69 93.73
201.93 93.85
228.22 93.99
255.63 94.11
203.76 94.22
316.56 94.37
332.68 94.56
223.55 94.71
206.14 94.82
284.17 94.95
245.87 95.07
171.45 95.18
297.68 95.33
323.03 95.5
298.68 95.65
210.97 95.8
238.85 95.91
224.5 96.03
255.74 96.15
255.5 96.27
256.4 96.4
303.67 96.55
263.24 96.71
244.47 96.85
275.46 96.98
224.25 97.09
234.37 97.2
206.1 97.33
274.7 97.49
259.08 97.61
243.44 97.76
350.59 97.93
289.08 98.07
220.04 98.15
203.67 98.28
266.76 98.41
242.66 98.56
240.17 98.69
291.95 98.86
292.97 99.01
230.64 99.14
218.03 99.25
280.02 99.37
230.9 99.49
207.04 99.63
290.76 99.79
340.25 99.92
247.54 100.08
293.58 100.18
275.34 100.33
339.21 100.45
221.52 100.58
355.42 100.71
317.8 100.86
316.03 101.02
234.79 101.16
262.52 101.28
264.56 101.41
251.16 101.55
287.68 101.68
303.08 101.84
316.19 101.99
290.12 102.14
358.71 102.29
214.01 102.43
243.77 102.54
302.63 102.67
399.05 102.86
298.48 103.03
200.39 103.16
306.91 103.33
319.65 103.48
133.37 103.58
303.87 103.68
353.13 103.88
263.22 104.05
348.83 104.17
400.2 104.37
265.6 104.52
194.94 104.61
322.32 104.73
361.94 104.9
258.57 105.02
291.6 105.17
348.64 105.36
294.9 105.5
190.8 105.59
267.51 105.74
265.42 105.86
137.63 105.97
327.7 106.09
358.32 106.29
263.77 106.4
218.97 106.53
324.67 106.67
201.43 106.8
239.6 106.88
288.3 107.03
293.5 107.17
164.15 107.27
340.84 107.4
332.89 107.58
201.24 107.67
194.09 107.75
341.84 107.9
273.33 108.04
141.02 108.1
261.59 108.23
364.12 108.37
258.47 108.46
224.4 108.58
354.87 108.72
272.88 108.84
217.8 108.96
326.98 109.05
181.21 109.15
194.3 109.23
369.92 109.37
285.72 109.51
290.37 109.64
318.04 109.79
257.54 109.9
109.27 109.95
208.15 110.03
339.09 110.18
209.9 110.29
387.91 110.44
426.06 110.63
193.2 110.72
135.11 110.77
368.31 110.92
309.76 111.04
174.44 111.12
421.71 111.3
314.77 111.49
105.82 111.55
373.88 111.65
344.78 111.83
199.69 111.9
310.55 112.01
472.56 112.18
278.37 112.29
225.91 112.37
355.25 112.54
255.12 112.67
271.85 112.74
408.75 112.92
386.82 113.04
195.49 113.13
432.33 113.25
293.92 113.4
205.71 113.49
492.85 113.64
313.6 113.8
158.82 113.87
489.37 114.03
362.35 114.18
101.28 114.24
413.33 114.37
342.14 114.53
164.43 114.64
359.11 114.79
336.87 114.94
260.47 115.03
414.22 115.15
344.45 115.31
236.55 115.4
422.02 115.51
356.66 115.68
163.46 115.8
376.22 115.87
348.64 116.05
211.81 116.13
323.58 116.23
368.78 116.4
207.91 116.51
273.95 116.61
452.97 116.76
181.46 116.85
244.98 116.93
382.78 117.07
244.23 117.21
170.23 117.3
428.45 117.45
343.24 117.57
187.32 117.64
289.3 117.78
356.19 117.9
313.25 118.03
445.15 118.19
310.01 118.31
179.83 118.38
423.6 118.5
327.64 118.65
228.62 118.73
434.33 118.88
356.99 119.06
146.02 119.15
281.5 119.25
314.89 119.41
211.89 119.51
285.72 119.61
315.77 119.74
243.68 119.87
265.61 119.99
259.74 120.1
236.24 120.23
424.79 120.36
208.84 120.46
179.04 120.54
282.08 120.66
315.81 120.78
244.39 120.88
352.57 121.0
287.98 121.14
251.92 121.24
237.08 121.35
260.55 121.41
286.85 121.52
379.28 121.67
280.6 121.8
309.08 121.9
436.28 122.05
213.11 122.14
184.28 122.21
398.66 122.35
231.7 122.48
202.12 122.59
438.03 122.74
353.91 122.89
241.66 122.98
325.33 123.09
301.91 123.19
214.43 123.29
411.94 123.43
353.77 123.56
349.97 123.7
350.37 123.85
231.01 123.96
137.97 124.01
307.73 124.14
380.36 124.27
256.29 124.35
330.39 124.48
465.92 124.63
388.13 124.74
252.37 124.83
302.0 124.95
389.84 125.07
152.66 125.14
348.7 125.25
434.04 125.39
304.13 125.54
381.07 125.67
355.92 125.8
364.05 125.91
145.86 126.0
190.09 126.08
421.93 126.21
391.05 126.37
311.47 126.5
421.92 126.64
402.41 126.8
220.69 126.89
246.62 126.96
402.57 127.08
334.08 127.22
227.21 127.33
322.44 127.46
504.39 127.6
209.94 127.75
228.79 127.81
330.05 127.9
271.74 127.99
198.18 128.08
267.06 128.17
329.65 128.31
337.2 128.41
151.65 128.49
201.83 128.58
327.64 128.65
249.24 128.68
309.77 128.77
334.72 128.85
87.37 128.92
159.5 128.97
262.41 129.08
266.24 129.16
168.53 129.18
290.46 129.24
138.72 129.31
32.12 129.33
178.98 129.36
208.31 129.44
190.18 129.53
166.83 129.57
168.33 129.61
185.91 129.62
50.53 129.67
