124.72 61.35
125.83 61.39
121.4 61.42
129.1 61.46
131.96 61.5
126.83 61.54
133.17 61.57
137.78 61.61
132.3 61.66
137.27 61.7
143.29 61.74
138.16 61.78
141.05 61.83
148.49 61.87
143.7 61.92
145.21 61.96
153.73 62.01
149.64 62.06
149.41 62.11
158.3 62.16
155.62 62.21
153.64 62.26
162.56 62.31
161.65 62.37
157.91 62.42
166.16 62.47
167.01 62.53
162.21 62.58
169.78 62.64
172.42 62.7
166.91 62.75
173.09 62.81
177.51 62.87
171.64 62.93
176.07 62.99
182.3 63.05
176.41 63.11
179.08 63.17
186.4 63.24
180.87 63.3
182.12 63.36
190.19 63.43
185.72 63.49
184.84 63.56
193.29 63.62
190.26 63.69
187.57 63.76
196.06 63.82
194.46 63.89
190.33 63.96
198.49 64.03
198.7 64.1
193.12 64.16
200.22 64.23
202.26 64.3
195.93 64.37
201.97 64.44
205.83 64.51
199.13 64.59
203.36 64.66
208.71 64.73
201.99 64.8
204.41 64.87
211.24 64.94
205.24 65.02
205.46 65.09
213.05 65.16
208.14 65.24
206.52 65.31
209.99 65.47
201.97 65.63
195.0 65.77
199.14 65.91
186.53 66.06
180.6 66.22
172.03 66.37
168.67 66.52
172.77 66.66
179.59 66.81
189.84 66.97
174.7 67.11
181.17 67.26
185.76 67.41
180.08 67.56
185.44 67.71
191.21 67.86
175.51 68.01
175.88 68.15
178.99 68.31
171.27 68.46
168.92 68.61
184.04 68.76
178.22 68.91
167.69 69.06
186.42 69.21
179.77 69.36
171.12 69.5
179.35 69.65
176.19 69.8
173.02 69.95
178.53 70.1
178.91 70.25
174.51 70.39
185.62 70.54
190.0 70.69
182.4 70.84
186.39 70.99
183.96 71.13
184.34 71.28
178.66 71.42
185.11 71.57
185.08 71.72
176.52 71.86
185.84 72.01
174.39 72.16
178.82 72.3
182.47 72.45
180.37 72.59
181.53 72.73
181.91 72.88
179.38 73.03
179.7 73.16
197.45 73.3
195.78 73.45
194.08 73.6
196.94 73.73
199.82 73.87
198.53 74.02
198.94 74.17
206.43 74.3
203.87 74.44
202.17 74.59
213.95 74.73
202.93 74.87
199.91 75.01
210.46 75.14
206.18 75.28
198.92 75.43
212.94 75.57
193.68 75.72
198.72 75.84
201.69 75.99
191.73 76.13
189.07 76.27
188.55 76.41
190.2 76.55
170.62 76.69
177.01 76.83
176.89 76.96
175.47 77.1
191.92 77.24
189.65 77.38
186.48 77.52
199.96 77.66
202.94 77.79
194.49 77.92
199.68 78.06
201.36 78.2
189.78 78.34
192.77 78.48
197.56 78.62
188.57 78.76
192.45 78.89
195.93 79.03
185.96 79.16
189.4 79.29
196.93 79.44
193.22 79.57
186.81 79.71
195.69 79.85
194.69 79.99
188.23 80.13
204.85 80.26
191.59 80.4
192.82 80.53
207.72 80.67
202.16 80.81
197.46 80.94
198.73 81.08
201.79 81.22
190.2 81.36
203.87 81.5
209.74 81.63
193.01 81.77
201.66 81.91
197.83 82.04
198.62 82.18
198.48 82.31
202.54 82.45
194.0 82.59
200.86 82.72
203.08 82.86
199.19 83.0
207.51 83.14
216.78 83.27
210.54 83.41
204.77 83.55
219.27 83.69
221.05 83.82
206.24 83.96
227.95 84.1
218.81 84.24
220.09 84.36
218.08 84.51
228.96 84.65
215.46 84.79
229.21 84.92
221.91 85.06
217.46 85.2
223.58 85.33
225.9 85.48
212.73 85.62
223.71 85.75
229.43 85.89
210.35 86.03
211.66 86.17
223.22 86.31
218.21 86.45
219.53 86.59
231.16 86.73
226.12 86.87
210.74 86.99
220.92 87.13
218.33 87.28
223.59 87.41
233.35 87.55
230.76 87.69
219.72 87.83
225.04 87.97
222.92 88.11
217.75 88.24
217.1 88.38
222.95 88.53
218.29 88.66
209.6 88.8
217.48 88.95
211.77 89.08
202.53 89.22
211.43 89.36
214.28 89.5
210.56 89.63
228.64 89.78
216.29 89.91
220.19 90.05
231.22 90.19
235.14 90.32
231.91 90.46
238.41 90.6
247.49 90.74
230.43 90.89
251.33 91.02
239.9 91.17
238.18 91.3
254.02 91.43
244.09 91.58
243.4 91.71
238.6 91.86
252.49 92.0
230.99 92.13
246.44 92.26
249.44 92.41
234.15 92.55
232.39 92.69
243.77 92.83
225.75 92.97
226.08 93.11
229.58 93.25
217.8 93.39
227.09 93.52
242.25 93.66
225.12 93.8
230.76 93.94
241.18 94.07
247.94 94.22
230.17 94.35
242.8 94.5
254.91 94.64
239.23 94.78
251.92 94.92
249.04 95.05
249.41 95.19
255.17 95.33
265.23 95.47
243.49 95.61
260.04 95.74
253.95 95.89
251.58 96.02
247.07 96.16
267.01 96.3
248.31 96.43
255.22 96.57
252.85 96.71
255.97 96.85
245.37 96.99
257.24 97.13
257.05 97.27
240.91 97.4
265.48 97.54
252.64 97.68
246.92 97.82
265.52 97.96
252.05 98.1
256.29 98.24
257.19 98.37
269.8 98.51
247.34 98.65
266.64 98.78
260.33 98.93
254.52 99.06
269.42 99.19
263.65 99.34
262.32 99.47
253.69 99.61
269.8 99.74
253.26 99.89
253.59 100.01
266.95 100.16
260.52 100.3
246.13 100.43
269.75 100.57
261.04 100.71
241.45 100.84
251.47 100.98
246.11 101.12
240.72 101.25
254.19 101.38
244.81 101.53
236.51 101.66
249.48 101.8
249.23 101.93
238.03 102.07
248.74 102.2
256.01 102.34
255.17 102.47
249.7 102.59
257.6 102.74
259.66 102.87
253.6 103.0
266.75 103.14
260.69 103.28
262.15 103.4
267.18 103.53
254.07 103.67
262.0 103.8
258.84 103.93
262.11 104.07
251.24 104.2
258.63 104.33
263.66 104.46
252.2 104.59
251.92 104.72
250.47 104.86
243.08 104.99
262.36 105.11
260.31 105.25
246.37 105.38
252.02 105.51
267.82 105.63
243.06 105.76
263.1 105.89
266.42 106.02
263.12 106.14
256.26 106.28
278.2 106.4
265.29 106.53
257.78 106.66
276.18 106.79
275.32 106.92
273.81 107.03
278.99 107.17
264.79 107.3
260.23 107.42
281.81 107.55
274.83 107.67
264.78 107.79
286.43 107.92
283.09 108.04
266.34 108.18
278.85 108.29
268.78 108.43
262.36 108.56
269.4 108.67
280.77 108.8
258.34 108.92
257.41 109.05
273.1 109.17
261.68 109.29
255.19 109.42
272.78 109.54
245.24 109.67
254.19 109.79
263.17 109.91
244.19 110.04
255.66 110.16
254.07 110.28
256.22 110.4
250.9 110.52
257.43 110.65
267.72 110.77
252.99 110.89
273.96 111.02
273.64 111.14
265.73 111.25
267.92 111.37
273.26 111.5
262.19 111.61
285.86 111.75
289.94 111.86
277.6 111.98
289.33 112.12
298.52 112.24
288.06 112.36
294.09 112.48
303.94 112.6
292.17 112.73
293.13 112.85
303.67 112.98
281.6 113.08
280.63 113.2
294.38 113.33
287.66 113.46
284.13 113.58
299.21 113.7
295.04 113.83
288.29 113.95
302.76 114.07
300.51 114.2
290.49 114.32
302.43 114.43
290.5 114.57
278.48 114.69
280.74 114.82
282.98 114.94
278.09 115.06
288.8 115.19
282.63 115.32
267.26 115.44
282.55 115.56
275.7 115.69
276.01 115.82
269.11 115.94
278.56 116.07
277.55 116.19
260.76 116.32
289.34 116.44
273.17 116.57
268.19 116.69
294.23 116.82
274.76 116.95
278.31 117.07
285.24 117.2
286.88 117.33
289.18 117.45
296.12 117.57
290.46 117.7
290.09 117.83
306.42 117.96
299.41 118.09
287.75 118.22
295.37 118.34
315.76 118.47
300.7 118.59
308.38 118.72
306.04 118.86
294.94 118.98
296.63 119.11
307.0 119.23
308.71 119.37
304.97 119.48
318.82 119.62
296.86 119.75
292.42 119.87
306.29 120.0
311.4 120.13
301.48 120.25
312.68 120.38
296.02 120.51
285.41 120.62
301.39 120.75
312.63 120.88
290.41 121.01
292.1 121.13
306.77 121.26
289.89 121.37
304.61 121.5
298.77 121.62
281.19 121.75
298.67 121.87
305.87 122.0
279.29 122.12
286.47 122.24
308.16 122.36
294.61 122.47
283.12 122.59
287.57 122.71
287.86 122.83
285.36 122.95
285.64 123.07
278.27 123.19
265.96 123.29
292.7 123.41
284.6 123.53
259.74 123.65
271.82 123.75
274.9 123.86
271.63 123.98
280.26 124.07
276.99 124.19
250.6 124.3
257.79 124.4
270.71 124.51
253.31 124.61
268.35 124.72
277.0 124.82
260.32 124.92
259.06 125.01
272.05 125.13
259.53 125.23
247.66 125.31
258.47 125.4
245.21 125.5
236.9 125.6
256.22 125.68
250.74 125.78
243.06 125.86
254.64 125.96
237.0 126.04
239.29 126.12
252.31 126.22
238.92 126.3
221.92 126.37
243.49 126.45
229.36 126.53
219.49 126.61
